"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"TreeSummarizedExperiment","TreeSummarizedExperiment","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.6.0",NA,"R(>= 3.6.0), SingleCellExperiment, S4Vectors (>= 0.23.18),
Biostrings","methods, BiocGenerics, utils, ape, rlang, dplyr,
SummarizedExperiment, BiocParallel, IRanges, treeio",NA,"ggtree, ggplot2, BiocStyle, knitr, rmarkdown, testthat",NA,"GPL (>=2)",NA,NA,NA,NA,"no","4.2.2"
"triebeard","triebeard","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.0",NA,NA,"Rcpp","Rcpp","knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"trust","trust","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1-8",NA,"R (>= 2.10.0)","stats",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"tsne","tsne","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1-3.1",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.2.2"
"TSP","TSP","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2-1",NA,"R (>= 3.5.0)","graphics, foreach, utils, stats, grDevices",NA,"sp, maps, maptools, doParallel, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"tuneR","tuneR","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4.2",NA,"R (>= 3.0.0)","signal, methods",NA,"pastecs",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"tweenr","tweenr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0.2",NA,"R (>= 3.2.0)","farver, magrittr, rlang, vctrs","cpp11 (>= 0.4.2)","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"tximport","tximport","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.26.1",NA,NA,"utils, stats, methods",NA,"knitr, rmarkdown, testthat, tximportData,
TxDb.Hsapiens.UCSC.hg19.knownGene, readr (>= 0.2.2), limma,
edgeR, DESeq2 (>= 1.11.6), rhdf5, jsonlite, matrixStats,
Matrix, eds",NA,"LGPL (>=2)",NA,NA,NA,NA,"no","4.2.2"
"tzdb","tzdb","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.0",NA,"R (>= 3.4.0)",NA,"cpp11 (>= 0.4.2)","covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"ucminf","ucminf","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1-4.1",NA,NA,NA,NA,"numDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"units","units","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.8-1",NA,"R (>= 3.0.2)","Rcpp","Rcpp (>= 0.12.10)","NISTunits, measurements, xml2, magrittr, pillar (>= 1.3.0),
dplyr (>= 1.0.0), vctrs (>= 0.3.1), ggplot2 (> 3.2.1), testthat
(>= 3.0.0), vdiffr, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"untb","untb","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.7-4",NA,"R (>= 2.10)","Brobdingnag (>= 1.1-8), partitions (>= 1.9-14), polynom",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.2.2"
"urlchecker","urlchecker","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.1",NA,"R (>= 3.3)","cli, curl, tools, xml2",NA,"covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"urltools","urltools","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.7.3",NA,"R (>= 2.10)","Rcpp, methods, triebeard","Rcpp","testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"usethis","usethis","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.1.6",NA,"R (>= 3.4)","cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.0), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.0.0), rprojroot (>= 1.2), rstudioapi, stats, utils,
whisker, withr (>= 2.3.0), yaml",NA,"covr, knitr, magick, mockr, pkgload, rmarkdown, roxygen2 (>=
7.1.2), spelling (>= 1.2), styler (>= 1.2.0), testthat (>=
3.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"utf8","utf8","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.2",NA,"R (>= 2.10)",NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"utils","utils","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2.2","base",NA,NA,NA,"methods, xml2, commonmark, knitr",NA,"Part of R 4.2.2",NA,NA,NA,NA,"yes","4.2.2"
"uuid","uuid","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1-0",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"uwot","uwot","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1.14",NA,"Matrix","Rcpp, methods, FNN, RcppAnnoy (>= 0.0.17), irlba","Rcpp, RcppProgress, RcppAnnoy, dqrng","testthat, covr, bigstatsr, RSpectra",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.2"
"vcfR","vcfR","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.13.0",NA,"R (>= 3.0.1)","ape, dplyr, graphics, grDevices, magrittr, memuse, methods,
pinfsc50, Rcpp, stats, stringr, tibble, utils, vegan,
viridisLite","Rcpp","adegenet, ggplot2, knitr, poppr, reshape2, rmarkdown, scales,
testthat, tidyr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"vctrs","vctrs","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.5.1",NA,"R (>= 3.3)","cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.0.6)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), withr, xml2, waldo (>= 0.2.0),
zeallot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"vegan","vegan","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.6-4",NA,"permute (>= 0.9-0), lattice, R (>= 3.4.0)","MASS, cluster, mgcv",NA,"parallel, tcltk, knitr, markdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"VGAM","VGAM","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1-7",NA,"R (>= 3.5.0), methods, stats, stats4, splines",NA,NA,"VGAMextra, MASS, mgcv","VGAMdata","GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"vipor","vipor","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4.5",NA,"R (>= 3.0.0)","stats, graphics",NA,"testthat, beeswarm, lattice, ggplot2, beanplot, vioplot,
ggbeeswarm,",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"viridis","viridis","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.6.2",NA,"R (>= 2.10), viridisLite (>= 0.4.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, raster, rasterVis, httr, mapproj, vdiffr, svglite
(>= 1.2.0), testthat, covr, rmarkdown, rgdal, maps",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"viridisLite","viridisLite","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4.1",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"virtualspecies","virtualspecies","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.5.1",NA,"raster","ade4, graphics, grDevices, methods, rworldmap, sp, stats,
utils",NA,NA,NA,"GPL (>= 2.0)",NA,NA,NA,NA,"no","4.2.2"
"vroom","vroom","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6.0",NA,"R (>= 3.4)","bit64, cli (>= 3.2.0), crayon, glue, hms, lifecycle, methods,
rlang (>= 0.4.2), stats, tibble (>= 2.0.0), tidyselect, tzdb
(>= 0.1.1), vctrs (>= 0.2.0), withr","cpp11 (>= 0.2.0), progress (>= 1.2.1), tzdb (>= 0.1.1)","archive, bench (>= 1.1.0), covr, curl, dplyr, forcats, fs,
ggplot2, knitr, patchwork, prettyunits, purrr, rmarkdown,
rstudioapi, scales, spelling, testthat (>= 2.1.0), tidyr,
utils, waldo, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"waldo","waldo","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4.0",NA,NA,"cli, diffobj (>= 0.3.4), fansi, glue, methods, rematch2, rlang
(>= 1.0.0), tibble",NA,"covr, R6, testthat (>= 3.0.0), withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"webshot","webshot","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.5.4",NA,"R (>= 3.0)","magrittr, jsonlite, callr",NA,"httpuv, knitr, rmarkdown, shiny, testthat (>= 3.0.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"WGCNA","WGCNA","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.72-1",NA,"R (>= 3.0), dynamicTreeCut (>= 1.62), fastcluster","stats, grDevices, utils, matrixStats (>= 0.8.1), Hmisc,
impute, splines, foreach, doParallel, preprocessCore, survival,
parallel, GO.db, AnnotationDbi, Rcpp (>= 0.11.0)","Rcpp","org.Hs.eg.db, org.Mm.eg.db, infotheo, entropy, minet",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"whisker","whisker","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4.1",NA,NA,NA,NA,"markdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"withr","withr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.5.0",NA,"R (>= 3.2.0)","graphics, grDevices, stats",NA,"callr, covr, DBI, knitr, lattice, methods, rlang, rmarkdown
(>= 2.12), RSQLite, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"wk","wk","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.7.1",NA,"R (>= 2.10)",NA,NA,"testthat (>= 3.0.0), vctrs (>= 0.3.0), sf, tibble, readr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"wordcloud","wordcloud","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.6",NA,"methods, RColorBrewer","Rcpp (>= 0.9.4)","Rcpp","tm (>= 0.6), slam",NA,"LGPL-2.1",NA,NA,NA,NA,"yes","4.2.2"
"xfun","xfun","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.36",NA,NA,"stats, tools",NA,"testit, parallel, codetools, rstudioapi, tinytex (>= 0.30),
mime, markdown, knitr, htmltools, remotes, pak, rhub, renv,
curl, jsonlite, magick, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"XML","XML","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.99-0.13",NA,"R (>= 4.0.0), methods, utils",NA,NA,"bitops, RCurl",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"xml2","xml2","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.3.3",NA,"R (>= 3.1.0)","methods",NA,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"xopen","xopen","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.0",NA,"R (>= 3.1)","processx",NA,"ps, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"xtable","xtable","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.8-4",NA,"R (>= 2.10.0)","stats, utils",NA,"knitr, plm, zoo, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"XVector","XVector","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.38.0",NA,"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0), S4Vectors (>=
0.27.12), IRanges (>= 2.23.9)","methods, utils, tools, zlibbioc, BiocGenerics, S4Vectors,
IRanges","S4Vectors, IRanges","Biostrings, drosophila2probe, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.2.2"
"yaml","yaml","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.3.6",NA,NA,NA,NA,"RUnit",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"yulab.utils","yulab.utils","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.0.6",NA,NA,"stats, utils",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
"zeallot","zeallot","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1.0",NA,NA,NA,NA,"testthat, knitr, rmarkdown, purrr, magrittr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"zip","zip","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.2.2",NA,NA,NA,NA,"covr, processx, R6, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"zlibbioc","zlibbioc","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.44.0",NA,NA,NA,NA,NA,NA,"Artistic-2.0 + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"zoo","zoo","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.8-11",NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"AER, coda, chron, ggplot2 (>= 3.0.0), mondate, scales,
stinepack, strucchange, timeDate, timeSeries, tis, tseries, xts",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
